店名,地址,網址,餐飲類型,來源清單,是否曾去過,距離住家(公里),人均消費預估(元),備註
掬熙商行 G.C Brunch & Coffee,30042台灣新竹市東區親仁里仁愛街78號,https://www.google.com/maps/place/%E6%8E%AC%E7%86%99%E5%95%86%E8%A1%8C+G.C+Brunch+%26+Coffee/data=!4m2!3m1!1s0x3468351897b42539:0xca6218ee2b1549fd,其他,想去的地點,否,0.91,150,
清真黃牛肉麵館,100台灣臺北市中正區光復里延平南路23號,https://www.google.com/maps/place/%E6%B8%85%E7%9C%9F%E9%BB%83%E7%89%9B%E8%82%89%E9%BA%B5%E9%A4%A8/data=!4m2!3m1!1s0x3442a90c5d084873:0x1100bf99d89ef9c6,中式,想去的地點,否,59.87,120,
新竹南寮龍興本港海鮮快炒,300台灣新竹市北區南寮里東大路四段194號,https://www.google.com/maps/place/%E6%96%B0%E7%AB%B9%E5%8D%97%E5%AF%AE%E9%BE%8D%E8%88%88%E6%9C%AC%E6%B8%AF%E6%B5%B7%E9%AE%AE%E5%BF%AB%E7%82%92/data=!4m2!3m1!1s0x346834f004fc0f39:0xe9fc995d26d70806,中式,想去的地點,否,5.33,450,
亞廬義大利窯烤吃到飽餐廳,106台灣臺北市大安區虎嘯里基隆路二段270號2樓,https://www.google.com/maps/place/%E4%BA%9E%E5%BB%AC%E7%BE%A9%E5%A4%A7%E5%88%A9%E7%AA%AF%E7%83%A4%E5%90%83%E5%88%B0%E9%A3%BD%E9%A4%90%E5%BB%B3/data=!4m2!3m1!1s0x3442aa31ca335509:0x6778a4cf73f9e7e3,其他,想去的地點,否,62.45,150,
漢來名人坊 世貿店,110台灣臺北市信義區西村里基隆路一段333號34樓,https://www.google.com/maps/place/%E6%BC%A2%E4%BE%86%E5%90%8D%E4%BA%BA%E5%9D%8A+%E4%B8%96%E8%B2%BF%E5%BA%97/data=!4m2!3m1!1s0x3442abe7d84659fb:0x2649930ca6987148,其他,想去的地點,否,64.03,150,
大稻埕魯肉飯,103台灣臺北市大同區建明里長安西路220巷17號,https://www.google.com/maps/place/%E5%A4%A7%E7%A8%BB%E5%9F%95%E9%AD%AF%E8%82%89%E9%A3%AF/data=!4m2!3m1!1s0x3442a96d2ecfd72b:0x21c4c5b2853cd189,中式,想去的地點,否,60.48,120,
施福建好吃雞肉,108台灣臺北市萬華區福星里環河南路一段25巷4號,https://www.google.com/maps/place/%E6%96%BD%E7%A6%8F%E5%BB%BA%E5%A5%BD%E5%90%83%E9%9B%9E%E8%82%89/data=!4m2!3m1!1s0x3442a90f48a94c65:0xa9915567cc2e32a5,其他,想去的地點,否,59.29,150,
萬華小米蛋餅,108台灣臺北市萬華區新起里康定路85號,https://www.google.com/maps/place/%E8%90%AC%E8%8F%AF%E5%B0%8F%E7%B1%B3%E8%9B%8B%E9%A4%85/data=!4m2!3m1!1s0x3442a96d10e2f4ab:0x1c1999a5c0a09224,其他,想去的地點,否,58.83,150,
小飛俠手工麵線糊 & 花生米血糕［一人作業不外送，預訂餐點需提早30分鐘，十碗以上提早一小時訂餐，電話沒接就是我很忙］,302台灣新竹縣竹北市泰和里新泰路24號,https://www.google.com/maps/place/%E5%B0%8F%E9%A3%9B%E4%BF%A0%E6%89%8B%E5%B7%A5%E9%BA%B5%E7%B7%9A%E7%B3%8A+%26+%E8%8A%B1%E7%94%9F%E7%B1%B3%E8%A1%80%E7%B3%95%EF%BC%BB%E4%B8%80%E4%BA%BA%E4%BD%9C%E6%A5%AD%E4%B8%8D%E5%A4%96%E9%80%81%EF%BC%8C%E9%A0%90%E8%A8%82%E9%A4%90%E9%BB%9E%E9%9C%80%E6%8F%90%E6%97%A930%E5%88%86%E9%90%98%EF%BC%8C%E5%8D%81%E7%A2%97%E4%BB%A5%E4%B8%8A%E6%8F%90%E6%97%A9%E4%B8%80%E5%B0%8F%E6%99%82%E8%A8%82%E9%A4%90%EF%BC%8C%E9%9B%BB%E8%A9%B1%E6%B2%92%E6%8E%A5%E5%B0%B1%E6%98%AF%E6%88%91%E5%BE%88%E5%BF%99%EF%BC%BD/data=!4m2!3m1!1s0x346836c0923cdda7:0x4ab0c401492d111,中式,想去的地點,否,4.33,120,
賜福船長的店,337台灣桃園市大園區沙崙里漁港路468號,https://www.google.com/maps/place/%E8%B3%9C%E7%A6%8F%E8%88%B9%E9%95%B7%E7%9A%84%E5%BA%97/data=!4m2!3m1!1s0x34429f6c0f51fa2f:0xd572e5c71510ed72,其他,想去的地點,否,43.3,150,
格拉斯麗台北飯店,100013台灣臺北市中正區梅花里忠孝東路二段89號3樓,https://www.google.com/maps/place/%E6%A0%BC%E6%8B%89%E6%96%AF%E9%BA%97%E5%8F%B0%E5%8C%97%E9%A3%AF%E5%BA%97/data=!4m2!3m1!1s0x3442a97b68c2f0f3:0xdca439be3051e900,其他,想去的地點,否,61.58,未知,
TABLE JOE 喬桌子廚房,300台灣新竹市東區復中里三民路25號,https://www.google.com/maps/place/TABLE+JOE+%E5%96%AC%E6%A1%8C%E5%AD%90%E5%BB%9A%E6%88%BF/data=!4m2!3m1!1s0x346835c4c035c913:0xf7d70f99146db316,其他,想去的地點,否,0.84,150,
八旗皇族香酥鴨,700台灣臺南市中西區南廠里金華路三段22號,https://www.google.com/maps/place/%E5%85%AB%E6%97%97%E7%9A%87%E6%97%8F%E9%A6%99%E9%85%A5%E9%B4%A8/data=!4m2!3m1!1s0x346e764458b4a04f:0x97b5c2b3fb2bbc88,其他,想去的地點,否,218.16,150,
柒伍無煙燒肉,300台灣新竹市東區大同路23號,https://www.google.com/maps/place/%E6%9F%92%E4%BC%8D%E7%84%A1%E7%85%99%E7%87%92%E8%82%89/data=!4m2!3m1!1s0x3468355459f4a43d:0x9f1c2c92abeb9ab7,其他,想去的地點,否,1.49,150,
竹蓮什錦麵,300台灣新竹市東區東山里食品路126號,https://www.google.com/maps/place/%E7%AB%B9%E8%93%AE%E4%BB%80%E9%8C%A6%E9%BA%B5/data=!4m2!3m1!1s0x346835eee97a8af5:0xf74721e51885e600,中式,想去的地點,否,2.05,120,
三元花園韓式餐廳 瑞光店,114台灣臺北市內湖區港墘里瑞光路188巷43號1F,https://www.google.com/maps/place/%E4%B8%89%E5%85%83%E8%8A%B1%E5%9C%92%E9%9F%93%E5%BC%8F%E9%A4%90%E5%BB%B3+%E7%91%9E%E5%85%89%E5%BA%97/data=!4m2!3m1!1s0x3442ac7b78a5ecd9:0x8a5e9972a0572cd7,韓式,想去的地點,否,67.19,350,
陞豪鍋物 霑泊餐飲開發,202台灣基隆市中正區港通里中正路34號,https://www.google.com/maps/place/%E9%99%9E%E8%B1%AA%E9%8D%8B%E7%89%A9+%E9%9C%91%E6%B3%8A%E9%A4%90%E9%A3%B2%E9%96%8B%E7%99%BC/data=!4m2!3m1!1s0x3442ad1068f676e5:0x1c2e08b7e5c0aba3,其他,想去的地點,否,85.38,150,
陞豪火鍋,202台灣基隆市中正區港通里中正路34號,https://www.google.com/maps/place/%E9%99%9E%E8%B1%AA%E7%81%AB%E9%8D%8B/data=!4m2!3m1!1s0x345d4e405e2e3bc3:0x9749d75cc86dab7e,中式,想去的地點,否,85.38,450,
小喬新疆羊肉串,220台灣新北市板橋區嵐翠里仁化街84號,https://www.google.com/maps/place/%E5%B0%8F%E5%96%AC%E6%96%B0%E7%96%86%E7%BE%8A%E8%82%89%E4%B8%B2/data=!4m2!3m1!1s0x3442a84402969d03:0x4abef407a4e9c018,其他,想去的地點,否,53.28,150,
清真恩德元餃子館,408台灣臺中市南屯區同心里文心路一段200號,https://www.google.com/maps/place/%E6%B8%85%E7%9C%9F%E6%81%A9%E5%BE%B7%E5%85%83%E9%A4%83%E5%AD%90%E9%A4%A8/data=!4m2!3m1!1s0x34693db90c147f61:0xae694d0f2e175f3a,中式,想去的地點,否,81.96,120,
築路 JULU,300台灣新竹市東區光復里忠孝路27巷11號,https://www.google.com/maps/place/%E7%AF%89%E8%B7%AF+JULU/data=!4m2!3m1!1s0x346837f7cc22665f:0xd33210559796cc8a,其他,想去的地點,否,2.27,150,
村 日式料理,237台灣新北市三峽區永舘里民生街108號2樓,https://www.google.com/maps/place/%E6%9D%91+%E6%97%A5%E5%BC%8F%E6%96%99%E7%90%86/data=!4m2!3m1!1s0x34681b60062b0e5d:0x9ad3e97ce3256c72,日式,想去的地點,否,42.43,300,
泰市場 Spice Market,104053台灣臺北市中山區植福路200號4樓台北大直英迪格酒店4F,https://www.google.com/maps/place/%E6%B3%B0%E5%B8%82%E5%A0%B4+Spice+Market/data=!4m2!3m1!1s0x3442abbbd49807b9:0x5bea25cbb9ae71ae,其他,想去的地點,否,66.16,150,
天食餐廳,350台灣苗栗縣竹南鎮大埔里大埔五街182號(左側號,https://www.google.com/maps/place/%E5%A4%A9%E9%A3%9F%E9%A4%90%E5%BB%B3/data=!4m2!3m1!1s0x34684d9673dfe399:0xb7c8f9b53330aa,其他,想去的地點,否,14.07,150,林介文推薦
鵝肉擔,369台灣苗栗縣卓蘭鎮新厝里經國路102號,https://www.google.com/maps/place/%E9%B5%9D%E8%82%89%E6%93%94/data=!4m2!3m1!1s0x34690346261e15f7:0x75731a49da3a8036,中式,想去的地點,否,57.95,120,
口福鵝肉店,369台灣苗栗縣卓蘭鎮新榮里中山路65號,https://www.google.com/maps/place/%E5%8F%A3%E7%A6%8F%E9%B5%9D%E8%82%89%E5%BA%97/data=!4m2!3m1!1s0x34690337e87b0935:0xd6fd68cc7dcb5acf,中式,想去的地點,否,58.08,120,
安可土雞城,328台灣桃園市觀音區忠孝路1200巷149號,https://www.google.com/maps/place/%E5%AE%89%E5%8F%AF%E5%9C%9F%E9%9B%9E%E5%9F%8E/data=!4m2!3m1!1s0x346827050ff0f54d:0xbf39a41adc2fbd57,其他,想去的地點,否,32.73,150,
來來牛家莊,328台灣桃園市觀音區廣興里成功路二段1538號,https://www.google.com/maps/place/%E4%BE%86%E4%BE%86%E7%89%9B%E5%AE%B6%E8%8E%8A/data=!4m2!3m1!1s0x3468264c7b8cb0b9:0x8207f951945a87cd,其他,想去的地點,否,27.95,150,
料韓男1號店(復興店)-韓國熟成烤五花肉,106台灣臺北市大安區仁愛路四段345巷4弄4號,https://www.google.com/maps/place/%E6%96%99%E9%9F%93%E7%94%B71%E8%99%9F%E5%BA%97(%E5%BE%A9%E8%88%88%E5%BA%97)-%E9%9F%93%E5%9C%8B%E7%86%9F%E6%88%90%E7%83%A4%E4%BA%94%E8%8A%B1%E8%82%89/data=!4m2!3m1!1s0x3442ab8c82378ceb:0x1dc92c2cf7cb01f3,韓式,想去的地點,否,63.54,350,
沾美藝術庭苑 Jimmy’s Garden,106台灣臺北市大安區龍門里新生南路三段11巷5號,https://www.google.com/maps/place/%E6%B2%BE%E7%BE%8E%E8%97%9D%E8%A1%93%E5%BA%AD%E8%8B%91+Jimmy%E2%80%99s+Garden/data=!4m2!3m1!1s0x3442a9870b37d50f:0xf6027252416f27ee,其他,想去的地點,否,61.26,150,
黃家香腸,100台灣臺北市中正區永功里泉州街32之3號,https://www.google.com/maps/place/%E9%BB%83%E5%AE%B6%E9%A6%99%E8%85%B8/data=!4m2!3m1!1s0x3442a9bd6f8a8175:0xebcb6e980dcb3bcb,其他,想去的地點,否,59.22,150,
王記排骨酥湯,100台灣臺北市中正區螢圃里汀州路二段81號,https://www.google.com/maps/place/%E7%8E%8B%E8%A8%98%E6%8E%92%E9%AA%A8%E9%85%A5%E6%B9%AF/data=!4m2!3m1!1s0x3442a99774c55c13:0xe6e9b86314c89638,中式,想去的地點,否,59.56,120,
坐看雲起時人文空間,822台灣高雄市阿蓮區崗山里菩提二路501號,https://www.google.com/maps/place/%E5%9D%90%E7%9C%8B%E9%9B%B2%E8%B5%B7%E6%99%82%E4%BA%BA%E6%96%87%E7%A9%BA%E9%96%93/data=!4m2!3m1!1s0x346e72d77eafcc17:0x7bfe2ba564d5d58f,其他,想去的地點,否,227.66,150,
台發切仔麵,10491台灣臺北市中山區永安里北安路458巷41弄22號,https://www.google.com/maps/place/%E5%8F%B0%E7%99%BC%E5%88%87%E4%BB%94%E9%BA%B5/data=!4m2!3m1!1s0x3442ac067f9a3579:0x538b2887f144253b,中式,想去的地點,否,64.64,120,
天狗舞居酒屋,300台灣新竹市北區金華里光華一街50之1號1樓,https://www.google.com/maps/place/%E5%A4%A9%E7%8B%97%E8%88%9E%E5%B1%85%E9%85%92%E5%B1%8B/data=!4m2!3m1!1s0x346835ce62958d33:0x7faa70a7054411ca,日式,日式居酒屋,是,0.12,600,
新泰路米苔目,242台灣新北市新莊區景德路197號,https://www.google.com/maps/place/%E6%96%B0%E6%B3%B0%E8%B7%AF%E7%B1%B3%E8%8B%94%E7%9B%AE/data=!4m2!3m1!1s0x3442a874ecbf9ba7:0x55f2244fcd2ef5b7,其他,民眾台8線,是,53.77,150,
Café32 |頭份咖啡廳|咖啡|手沖|咖啡廳|易經|寵物友善|店狗|英式鹹派|薄皮披薩|問事咖啡廳,351台灣苗栗縣頭份市東民五街32號,https://www.google.com/maps/place/Caf%C3%A932+%7C%E9%A0%AD%E4%BB%BD%E5%92%96%E5%95%A1%E5%BB%B3%7C%E5%92%96%E5%95%A1%7C%E6%89%8B%E6%B2%96%7C%E5%92%96%E5%95%A1%E5%BB%B3%7C%E6%98%93%E7%B6%93%7C%E5%AF%B5%E7%89%A9%E5%8F%8B%E5%96%84%7C%E5%BA%97%E7%8B%97%7C%E8%8B%B1%E5%BC%8F%E9%B9%B9%E6%B4%BE%7C%E8%96%84%E7%9A%AE%E6%8A%AB%E8%96%A9%7C%E5%95%8F%E4%BA%8B%E5%92%96%E5%95%A1%E5%BB%B3/data=!4m2!3m1!1s0x34684d681bdf72ab:0x575c98a11dbefde,義式,民眾台8線,是,16.71,350,
四方鮮乳牧場,350台灣苗栗縣竹南鎮崎頂里12鄰,https://www.google.com/maps/place/%E5%9B%9B%E6%96%B9%E9%AE%AE%E4%B9%B3%E7%89%A7%E5%A0%B4/data=!4m2!3m1!1s0x3469b4adcbb86b39:0x1b7792ecdf8522ea,其他,民眾台8線,是,17.56,150,
揪享食（炒飯麵熱炒）,351台灣苗栗縣頭份市信義里仁愛路47號七鄰,https://www.google.com/maps/place/%E6%8F%AA%E4%BA%AB%E9%A3%9F%EF%BC%88%E7%82%92%E9%A3%AF%E9%BA%B5%E7%86%B1%E7%82%92%EF%BC%89/data=!4m2!3m1!1s0x34684ddb1616a75b:0x741b962b3cb9f169,中式,民眾台8線,是,15.89,450,
蘆竹湳古厝 | 團體(旅行社)參觀請預約❗❗,351台灣苗栗縣頭份市蘆竹里蘆竹里15鄰191號,https://www.google.com/maps/place/%E8%98%86%E7%AB%B9%E6%B9%B3%E5%8F%A4%E5%8E%9D+%7C+%E5%9C%98%E9%AB%94(%E6%97%85%E8%A1%8C%E7%A4%BE)%E5%8F%83%E8%A7%80%E8%AB%8B%E9%A0%90%E7%B4%84%E2%9D%97%E2%9D%97/data=!4m2!3m1!1s0x3469b3292a484371:0x6be3329a3865fe4d,其他,民眾台8線,是,18.48,150,
福州乾拌麵,334台灣桃園市八德區大忠里介壽路一段957號,https://www.google.com/maps/place/%E7%A6%8F%E5%B7%9E%E4%B9%BE%E6%8B%8C%E9%BA%B5/data=!4m2!3m1!1s0x3442a934a9a3e25f:0x2e969f59f5fc9b3a,中式,民眾台8線,是,36.54,120,
小南門福州傻瓜乾麵 延平總店,100台灣臺北市中正區南門里延平南路153號,https://www.google.com/maps/place/%E5%B0%8F%E5%8D%97%E9%96%80%E7%A6%8F%E5%B7%9E%E5%82%BB%E7%93%9C%E4%B9%BE%E9%BA%B5+%E5%BB%B6%E5%B9%B3%E7%B8%BD%E5%BA%97/data=!4m2!3m1!1s0x3442a9a6b7668e21:0x8b5fcd648b9a5f9,中式,民眾台8線,是,59.13,120,
樺林乾麵,100台灣臺北市中正區建國里中華路一段91巷15號,https://www.google.com/maps/place/%E6%A8%BA%E6%9E%97%E4%B9%BE%E9%BA%B5/data=!4m2!3m1!1s0x3442a9a731467967:0xf251188d2d91cc6b,中式,民眾台8線,是,59.26,120,
忠貞新村文化園區,324台灣桃園市平鎮區中山路70號,https://www.google.com/maps/place/%E5%BF%A0%E8%B2%9E%E6%96%B0%E6%9D%91%E6%96%87%E5%8C%96%E5%9C%92%E5%8D%80/data=!4m2!3m1!1s0x3468237973bcbd61:0x71ce769cf6b50f0,其他,民眾台八線,是,30.93,150,
居和熹湯包,114台灣臺北市內湖區港富里內湖路一段737巷71號,https://www.google.com/maps/place/%E5%B1%85%E5%92%8C%E7%86%B9%E6%B9%AF%E5%8C%85/data=!4m2!3m1!1s0x3442ac617c454577:0x7d1ad4f0afe9aaad,中式,民眾台八線,是,67.82,120,
阿美米干 旗艦店,324台灣桃園市平鎮區中山路142號,https://www.google.com/maps/place/%E9%98%BF%E7%BE%8E%E7%B1%B3%E5%B9%B2+%E6%97%97%E8%89%A6%E5%BA%97/data=!4m2!3m1!1s0x3468228740b8e437:0x57afddcfc79e7127,其他,民眾台八線,是,31.03,150,
阿美米干 中壢店,320台灣桃園市中壢區舊明里中正路370號1樓,https://www.google.com/maps/place/%E9%98%BF%E7%BE%8E%E7%B1%B3%E5%B9%B2+%E4%B8%AD%E5%A3%A2%E5%BA%97/data=!4m2!3m1!1s0x3468230034e58693:0xbc79f5ed70770f3f,其他,民眾台八線,是,28.99,150,
夾子園新竹旗艦店,300台灣新竹市東區三民里民權路31號,https://www.google.com/maps/place/%E5%A4%BE%E5%AD%90%E5%9C%92%E6%96%B0%E7%AB%B9%E6%97%97%E8%89%A6%E5%BA%97/data=!4m2!3m1!1s0x3468351c9a7cfc45:0x5fb528a7d0f4fd4e,其他,民眾台八線,是,1.15,150,常設展
夾子園 X 彈珠園平鎮旗艦店,324台灣桃園市平鎮區復興里環南路140號,https://www.google.com/maps/place/%E5%A4%BE%E5%AD%90%E5%9C%92+X+%E5%BD%88%E7%8F%A0%E5%9C%92%E5%B9%B3%E9%8E%AE%E6%97%97%E8%89%A6%E5%BA%97/data=!4m2!3m1!1s0x3468230071d9bf51:0x9e3f983b0c109a3d,其他,民眾台八線,是,28.03,150,常設展
老巷小館,320台灣桃園市中壢區中榮里中正路243號,https://www.google.com/maps/place/%E8%80%81%E5%B7%B7%E5%B0%8F%E9%A4%A8/data=!4m2!3m1!1s0x3468224ba9bd69a3:0x77a25ef921d3835d,其他,民眾台八線,是,29.25,150,
臺北流行音樂中心文化館,11561台灣臺北市南港區新光里忠孝東路七段99號,https://www.google.com/maps/place/%E8%87%BA%E5%8C%97%E6%B5%81%E8%A1%8C%E9%9F%B3%E6%A8%82%E4%B8%AD%E5%BF%83%E6%96%87%E5%8C%96%E9%A4%A8/data=!4m2!3m1!1s0x3442abe922e0b88d:0x7307251b3351acd4,其他,民眾台八線,是,68.14,未知,常設展
莓圃草莓園,114台灣臺北市內湖區碧山里碧山路38-2號,https://www.google.com/maps/place/%E8%8E%93%E5%9C%83%E8%8D%89%E8%8E%93%E5%9C%92/data=!4m2!3m1!1s0x3442acfc2becb07b:0xd96b3b24aa42b4c9,義式,民眾台八線,是,69.7,350,"冬天採草莓/偷偷醬/酸辣甜草莓醬
草莓冰沙/草莓披薩"
內湖 碧山巖,114台灣臺北市內湖區碧山里碧山路24號,https://www.google.com/maps/place/%E5%85%A7%E6%B9%96+%E7%A2%A7%E5%B1%B1%E5%B7%96/data=!4m2!3m1!1s0x3442acf97b3f740b:0x1309b487db374c80,其他,民眾台八線,是,69.34,150,
碧山巖藝文休閒中心,114台灣臺北市內湖區碧山里碧山路24號,https://www.google.com/maps/place/%E7%A2%A7%E5%B1%B1%E5%B7%96%E8%97%9D%E6%96%87%E4%BC%91%E9%96%92%E4%B8%AD%E5%BF%83/data=!4m2!3m1!1s0x3442ad8c71d8cb2d:0x7be5c4285489790a,其他,民眾台八線,是,69.34,未知,
小頭什錦海鮮麵粥品（內湖737夜市）,114台灣臺北市內湖區內湖路一段737巷12號,https://www.google.com/maps/place/%E5%B0%8F%E9%A0%AD%E4%BB%80%E9%8C%A6%E6%B5%B7%E9%AE%AE%E9%BA%B5%E7%B2%A5%E5%93%81%EF%BC%88%E5%85%A7%E6%B9%96737%E5%A4%9C%E5%B8%82%EF%BC%89/data=!4m2!3m1!1s0x3442ad92e528c16d:0xa3e2eb8c153b6a2,中式,民眾台八線,是,67.65,450,
老家餡餅 內湖737店,114台灣臺北市內湖區港富里內湖路一段737巷12號,https://www.google.com/maps/place/%E8%80%81%E5%AE%B6%E9%A4%A1%E9%A4%85+%E5%85%A7%E6%B9%96737%E5%BA%97/data=!4m2!3m1!1s0x3442ac63bbf119d5:0x2daea7ed80ed7bb6,其他,民眾台八線,是,67.65,150,
大陳記古早味麵店,114台灣臺北市內湖區港富里內湖路一段737巷18號,https://www.google.com/maps/place/%E5%A4%A7%E9%99%B3%E8%A8%98%E5%8F%A4%E6%97%A9%E5%91%B3%E9%BA%B5%E5%BA%97/data=!4m2!3m1!1s0x3442ac63bd91ff93:0x1927755fe916fe20,中式,民眾台八線,是,67.65,120,
壺茶車 Pot Tea King,114台灣臺北市內湖區港富里內湖路一段737巷39號,https://www.google.com/maps/place/%E5%A3%BA%E8%8C%B6%E8%BB%8A+Pot+Tea+King/data=!4m2!3m1!1s0x3442ac63c72b17dd:0xbf356255b03abecd,其他,民眾台八線,是,67.72,150,
芳苑燈塔,528台灣彰化縣芳苑鄉王功村漁港七路146號,https://www.google.com/maps/place/%E8%8A%B3%E8%8B%91%E7%87%88%E5%A1%94/data=!4m2!3m1!1s0x3469521703395c99:0x3b575e93fb291dd9,其他,民眾台八線,是,114.67,150,
榕樹下煎餅,510台灣彰化縣員林市萬年里員水路二段133號,https://www.google.com/maps/place/%E6%A6%95%E6%A8%B9%E4%B8%8B%E7%85%8E%E9%A4%85/data=!4m2!3m1!1s0x34693743aabb3c03:0x3386925bda50a207,其他,民眾台八線,是,103.48,150,
西海峽灣,528台灣彰化縣芳苑鄉芳中村博愛路12號,https://www.google.com/maps/place/%E8%A5%BF%E6%B5%B7%E5%B3%BD%E7%81%A3/data=!4m2!3m1!1s0x346952ebe7bd937d:0x28da801109ad93f1,其他,民眾台八線,是,119.32,150,
台南武廟肉圓,700台灣臺南市中西區南美里永福路二段194號,https://www.google.com/maps/place/%E5%8F%B0%E5%8D%97%E6%AD%A6%E5%BB%9F%E8%82%89%E5%9C%93/data=!4m2!3m1!1s0x346e7663d5b3bac9:0x992fea426d702df0,其他,民眾台八線,是,217.04,未知,
武廟 碳烤三明治,700台灣臺南市中西區天后里永福路二段223號,https://www.google.com/maps/place/%E6%AD%A6%E5%BB%9F+%E7%A2%B3%E7%83%A4%E4%B8%89%E6%98%8E%E6%B2%BB/data=!4m2!3m1!1s0x346e7663d5a343f5:0xe1bc9f88c35fba,其他,民眾台八線,是,217.03,未知,
義豐阿川冬瓜茶,700台灣臺南市中西區南美里永福路二段190號,https://www.google.com/maps/place/%E7%BE%A9%E8%B1%90%E9%98%BF%E5%B7%9D%E5%86%AC%E7%93%9C%E8%8C%B6/data=!4m2!3m1!1s0x346e76618109e70d:0x1361ef9f81330c2e,其他,民眾台八線,是,217.05,150,
阿興虱目魚,704台灣臺南市北區文賢里文賢路311號,https://www.google.com/maps/place/%E9%98%BF%E8%88%88%E8%99%B1%E7%9B%AE%E9%AD%9A/data=!4m2!3m1!1s0x346e765d484e12bb:0x90d05828f2160ca6,其他,民眾台八線,是,216.28,150,
阿美綠豆湯,700台灣臺南市中西區五條港里西門路二段395號,https://www.google.com/maps/place/%E9%98%BF%E7%BE%8E%E7%B6%A0%E8%B1%86%E6%B9%AF/data=!4m2!3m1!1s0x346e76959f4ce97d:0x26698cb03b68afd3,中式,民眾台八線,是,216.82,120,
十鼓文創園區,71755台灣臺南市仁德區成功里文華路二段326號,https://www.google.com/maps/place/%E5%8D%81%E9%BC%93%E6%96%87%E5%89%B5%E5%9C%92%E5%8D%80/data=!4m2!3m1!1s0x346e74697afd4303:0xe76eda38e5955400,其他,民眾台八線,是,221.93,150,
BOBO PIZZA 法式披薩專賣店,260台灣宜蘭縣宜蘭市神農里中山路二段426號,https://www.google.com/maps/place/BOBO+PIZZA+%E6%B3%95%E5%BC%8F%E6%8A%AB%E8%96%A9%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m2!3m1!1s0x3467e56cd3a97eb9:0xf615c0b25e3773c7,義式,民眾台八線,是,79.08,350,
冬山河親水公園,268台灣宜蘭縣五結鄉協和村親河路二段2號,https://www.google.com/maps/place/%E5%86%AC%E5%B1%B1%E6%B2%B3%E8%A6%AA%E6%B0%B4%E5%85%AC%E5%9C%92/data=!4m2!3m1!1s0x3467ef554a116ed3:0x475d5189ca48fbf7,其他,民眾台八線,是,86.18,未知,
蔥仔寮體驗農場,266台灣宜蘭縣三星鄉天福村東興路13-2號,https://www.google.com/maps/place/%E8%94%A5%E4%BB%94%E5%AF%AE%E9%AB%94%E9%A9%97%E8%BE%B2%E5%A0%B4/data=!4m2!3m1!1s0x34680a8103a4e1b5:0x39fc2ab37557a8e6,其他,民眾台八線,是,67.78,150,
嘉福食堂,300台灣新竹市北區南寮里南寮街207號,https://www.google.com/maps/place/%E5%98%89%E7%A6%8F%E9%A3%9F%E5%A0%82/data=!4m2!3m1!1s0x346835e49b887f6d:0x88594d3d605c72b8,中式,民眾台八線,是,5.75,120,
切仔麵攤車,300台灣新竹市北區潛園里西大路507號,https://www.google.com/maps/place/%E5%88%87%E4%BB%94%E9%BA%B5%E6%94%A4%E8%BB%8A/data=!4m2!3m1!1s0x346835bfb82616bf:0x68b20674380eef59,中式,消夜,是,1.6,120,
大安米粉湯,106台灣臺北市大安區龍淵里復興南路二段316號,https://www.google.com/maps/place/%E5%A4%A7%E5%AE%89%E7%B1%B3%E7%B2%89%E6%B9%AF/data=!4m2!3m1!1s0x3442ab0004d737b3:0xf2139dfbccdce738,中式,米粉湯,是,61.89,120,
合發米粉湯,115台灣臺北市南港區新富里富康街80號,https://www.google.com/maps/place/%E5%90%88%E7%99%BC%E7%B1%B3%E7%B2%89%E6%B9%AF/data=!4m2!3m1!1s0x3442ab575f123b03:0x705db101c8773a27,中式,米粉湯,是,69.99,120,
葫蘆仔米粉湯,300台灣新竹市北區金華里經國路一段454巷90號,https://www.google.com/maps/place/%E8%91%AB%E8%98%86%E4%BB%94%E7%B1%B3%E7%B2%89%E6%B9%AF/data=!4m2!3m1!1s0x3442a9b1e1f2b033:0xbd0681d9818060d7,中式,米粉湯,是,0.48,120,
龍口米苔目米粉湯,100台灣臺北市中正區永昌里汀州路一段224號,https://www.google.com/maps/place/%E9%BE%8D%E5%8F%A3%E7%B1%B3%E8%8B%94%E7%9B%AE%E7%B1%B3%E7%B2%89%E6%B9%AF/data=!4m2!3m1!1s0x3442a9bcbf5b49c5:0x566a8ddad8c0e2b2,中式,米粉湯,是,58.97,120,
胡饕米粉湯55年老店(昆明店)台北美食 台北小吃 萬華美食 萬華小吃 西門美食 西門小吃,108台灣臺北市萬華區西門里昆明街85之1號,https://www.google.com/maps/place/%E8%83%A1%E9%A5%95%E7%B1%B3%E7%B2%89%E6%B9%AF55%E5%B9%B4%E8%80%81%E5%BA%97(%E6%98%86%E6%98%8E%E5%BA%97)%E5%8F%B0%E5%8C%97%E7%BE%8E%E9%A3%9F+%E5%8F%B0%E5%8C%97%E5%B0%8F%E5%90%83+%E8%90%AC%E8%8F%AF%E7%BE%8E%E9%A3%9F+%E8%90%AC%E8%8F%AF%E5%B0%8F%E5%90%83+%E8%A5%BF%E9%96%80%E7%BE%8E%E9%A3%9F+%E8%A5%BF%E9%96%80%E5%B0%8F%E5%90%83/data=!4m2!3m1!1s0x3442a962975b4901:0x2a6b9fe22ab1761c,中式,米粉湯,是,59.2,120,
